title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale
"Courtyard north of building at 1066 Queen East, looking east","Fonds 200, Series 1465, File 110, Item 19",[between 1985? and 1995?],Photographs,File 110; Housing - 1066 Queen Street East between Brooklyn and Pape,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0110_id0019.jpg,442682,306945,[between 1985? and 1995?],25 transparencies : col. ; 35mm,Housing - 1066 Queen Street East between Brooklyn and Pape,"File consists of images of low-rise housing and townhouses on Queen East and Louvain, and the courtyard between the buildings.",,,,,,,,,,,,,
Soldiers,"Fonds 1244, Item 916",1915,"Photographs
Photographs - portraits",Fonds 1244; William James family fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it0916.jpg,52436,46340,,,,,1 photoprint : b&w; ; 12 x 16 cm. — 1 photonegative : b&w; ; 10 x 12 cm,ARMED FORCES PERSONNEL (browse  records) Fences (browse  records),Neg is a copy neg.,James & Sons.,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 15.",Item consists of one photograph taken near Bloor Street.,,,,,,,
City Hall,"Fonds 124, File 3, Item 47","September, 1975",Photographs - buildings - exterior views,"File 3; Buildings, Part 3",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0003_id0047.jpg,429385,127338,1972-1991,200 transparencies : col. ; 35 mm,"Buildings, Part 3","File consists of colour slides documenting major streets, storefronts, and prominent buildings in central Toronto, including City Hall (1899-1965), City Hall (1965- ), Nathan Phillips Square, Don Jail, Terminal Warehouse, Eaton's College Street, Eaton's Annex, Birk's (Yonge Street), Downtown Theatre, Imperial Theatre, University Theatre, Royal Ontario Museum, the Yorkville Fire Hall, St. Paul's Cathedral (exterior and interior), Church of the Redeemer, St. Basil's Cathedral, St. James Cathedral, Little Trinity Church, the Consumer's Gas building on Berkely Street, Royal York Hotel, Lord Simcoe Hotel, Confederation Life Building, the Domestic Science Building at Queen's Park and Bloor, Casa Loma, the Sunnyside Bathing Pavillion, the Cyclotron (Front Street), SkyDome, the Monarch Flour Mills, and the Dominion Coal Silos. The streetscapes show corners, buildings and storefronts along downtown streets including Yonge Street, Adelaide Street, Front Street and Wellington Street.","1 transparency : col. slide, diapositive (Kodachrome) ; 35 mm",,,Elis Wiley slide number: L2.81-9710.,,,,,,,,,
Urban design - New York,"Fonds 200, Series 1465, File 226, Item 112",[between 1980 and 1998],Photographs,File 226; Urban design - New York,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0226_it0112.jpg,447616,307060,[between 1977 and 1998],187 transparencies : col. ; 35mm,Urban design - New York,,,,,,,,,,,,,,
Kennedy Road north from Lawrence Avenue,"Fonds 220, Series 65, File 259, Item 59",,,File 259; Kennedy Road north from Lawrence Avenue,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0220/ser0065/s0065_fl0259_it0059.jpg,521987,340987,1963,77 photographs : b&w; negatives,Kennedy Road north from Lawrence Avenue,,,,,,,,,,,,,,
University looking south to Dundas,"Fonds 200, Series 1465, File 607, Item 38",1983,Photographs,File 607; Streets - University,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0607_it0038.jpg,555052,324345,1983,40 transparencies : colour ; 35mm,Streets - University,"File consists of images of University Avenue between College and Front, as well as a few of Queen's Park south of Bloor.",,,,,,,,,,,,,
"Corner of McCaul St. and Elm St., looking south-east","Fonds 2032, Series 841, File 43, Item 17",1972,Photographs,"File 43; Henry Street and McCaul Street corners, from College Street to Queen Street",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser841/s0841_fl0043_it0017.jpg,607115,607098,1972,"35 negatives : b&w; : 35 mm
34 photographs : b&w; ; 20 x 25 cm","Henry Street and McCaul Street corners, from College Street to Queen Street",,"1 negative : b&w; ; 35mm
1 print : b&w; ; 20 x 25 cm",STREETSCAPE (browse  records),,Previously cited as: RG32B neg 45-18 print 1369,,,,,,,,,
Confederation Life Building,"Fonds 124, File 3, Item 99","December, 1982",Photographs - buildings - exterior views,"File 3; Buildings, Part 3",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0003_id0099.jpg,429437,127338,1972-1991,200 transparencies : col. ; 35 mm,"Buildings, Part 3","File consists of colour slides documenting major streets, storefronts, and prominent buildings in central Toronto, including City Hall (1899-1965), City Hall (1965- ), Nathan Phillips Square, Don Jail, Terminal Warehouse, Eaton's College Street, Eaton's Annex, Birk's (Yonge Street), Downtown Theatre, Imperial Theatre, University Theatre, Royal Ontario Museum, the Yorkville Fire Hall, St. Paul's Cathedral (exterior and interior), Church of the Redeemer, St. Basil's Cathedral, St. James Cathedral, Little Trinity Church, the Consumer's Gas building on Berkely Street, Royal York Hotel, Lord Simcoe Hotel, Confederation Life Building, the Domestic Science Building at Queen's Park and Bloor, Casa Loma, the Sunnyside Bathing Pavillion, the Cyclotron (Front Street), SkyDome, the Monarch Flour Mills, and the Dominion Coal Silos. The streetscapes show corners, buildings and storefronts along downtown streets including Yonge Street, Adelaide Street, Front Street and Wellington Street.","1 transparency : col. slide, diapositive (Kodachrome) ; 35 mm",,,Ellis Wiley slide number: L2.81-16702.,,,,,,,,,
Aftermath of the 1904 fire: Front Street at Bay looking east,"Fonds 1408, Item 3","[April 20, 1904]","Photographs
Photographs - buildings - exterior views
Photographs - streetscapes
Photographs - events",Fonds 1408; W.J. Whittingham fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1408/f1408_it0003.jpg,152823,46190,,,,,1 photoprint : b&w; ; 16 cm x 20 cm,FIRES (browse  records) FIRE DAMAGE (browse  records),,"Previously cited as SC 408, Item 3.",Copy negative in box 160908.,"Item consists of 1 black and white albumen photograph showing the smoldering ruins of buildings on Front Street, facing north. The Kilgour Brothers factory (with water towers) can be seen in the background.","Photograph was taken shortly after the April 19, 1904 fire.",,,W. J. Whittingham,"City of Toronto Archives, Fonds 1408, Item 3.",Photocopy of image is available in the Research Hall.,
Ryerson University on north side of Gould east of Yonge,"Fonds 200, Series 1465, File 306, Item 4",[between 1978 and 1980],Photographs,File 306; Job sites - Yonge St. project/Gould St.,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0306_it0004.jpg,450044,321998,1978-1980,9 transparencies : col ; 35mm,Job sites - Yonge St. project/Gould St.,,,,,,,,,,,,,,
"Miss Toronto Beauty Contest 1957, Exhibition Stadium : ten finalists, with umbrellas","Fonds 1257, Series 1057, Item 1796",Summer 1957 ,"Photographs - events
Photographs - portraits",Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1796.jpg,212586,210141,,,,,1 photonegative : b & w ; 10 x 13 cm,BEAUTY CONTESTS (browse  records),,Previously cited as: SC257-B-1796,,,,,,,,,
Toronto Island,"Fonds 200, Series 372, Subseries 52, Item 1869","September 18, 1936",Photographs,Subseries 52; Parks Dept. photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0052/s0372_ss0052_it1869.jpg,91757,83999,1913-1945," 
1871 photographs : b&w; ; 13 x 18 cm and smaller",Parks Dept. photographs,"Subseries consists of images documenting the activities of the City of Toronto Parks Department during the first half of the 20th century. Arranged chronologically, these photographs offer views of parks and green spaces across the city as well as sports and recreational activities organized in those spaces. ",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
"Flooded conditions and burst flume, Front and Adelaide streets, underground","Fonds 1128, Series 381, File 63, Item 7089-3",,,"File 63; Flooded conditions and burst flume, Front and Adelaide streets, underground",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser381/s0381_fl0063_id7089-3.jpg,425963,103084,"July 25, 1950",5 photonegatives : b&w; ; 10 cm X 13 cm,"Flooded conditions and burst flume, Front and Adelaide streets, underground",,,,,,,,,,,,,,
Model of proposed development at the Gardiner and Dan Leckie Way,"Fonds 200, Series 1465, File 88, Item 2",[ca. 1987],Photographs,"File 88; Model - Railway Lands, Loblaws (a)",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0088_id0002.jpg,442117,306923,[ca. 1987],20 transparencies : col. ; 35mm,"Model - Railway Lands, Loblaws (a)","File consists of images of a model of a proposed development on the south-west corner of the Gardiner and Dan Leckie Way, on the waterfront.",,MODELS (REPRESENTATIONS) (browse  records),,,,,,,,,,,
Golfer,"Fonds 1257, Series 1057, Item 4842",[195-?],Photographs,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it4842.jpg,215655,210141,,,,,1 photonegative : b&w; ; 11 x 13 cm,golf (browse  records) ATHLETES (browse  records) BLACK CANADIANS (browse  records) Golfers (browse  records),,,,,,,,,,,
"Unidentified location, University of Toronto","Fonds 200, Series 1465, File 179, Item 162",1993,Photographs,File 179; University of Toronto - study,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0179_id0162.jpg,445472,307012,1993,165 transparencies : col. ; 35mm ,University of Toronto - study,File consists of images of buildings and streetscapes at the University of Toronto's St. George campus.,,,,,,,,,,,,,
